Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89
195212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.175,11.473,14.442,12.023,17.534,19.978,16.694,11.626,14.23,15.985,19.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.129,20.259,19.032,16.965,73.461,6064.85,6830.258,4029.887,3275.114,19716.771,197.5,60,5065.161,12.838,2.756,12.564,3.163,138,25800.418,2199.651,2723.783,103.789,-16.119,-42.37,-0.222,0.064,-0.343,0.065,-999,-0.225,-0.669,0.151,0.292,-999,0.053,1.508,11.904,-4.472,10.599,11.981,28,3,0
195301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.738,12.602,13.163,11.752,14.908,13.974,14.186,11.499,14.033,13.88,14.853,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.069,19.774,18.35,15.822,71.192,4707.322,5332.154,5403.76,3411.029,18368.701,280,67.5,4980.484,10.397,2.524,8.927,1.697,156,25851.164,2048.036,2528.969,75.653,-15.818,-41.518,-0.193,0.042,-0.591,-0.395,0.126,0.02,-0.189,-0.104,-0.061,-999,-1.687,0.427,12.351,0.097,10.948,11.931,23,8,0
195302,2.74,0,0,0,2.74,0,0,0,0,0,2.74,37.332,0,0,0,37.332,0,0,0,0,0,37.332,17.256,13.598,14.803,13.711,17.016,15.489,17.521,11.845,13.815,16.133,17.256,19.337,-999,-999,-999,18.979,-999,-999,-999,-999,-999,19.337,135.722,19.231,19.131,19.455,17.631,73.524,5336.279,6678.02,5976.581,3835.53,21282.184,357.5,90,4946.893,8.434,3.661,8.46,5.042,151.5,25674.713,2204.1,2786.879,99.217,2.189,-40.581,0.093,0.237,-0.564,0.438,-0.327,-0.053,0.214,0.522,-0.113,-999,-1.932,-0.073,11.133,2.145,8.894,7.865,15,13,0
195303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.727,14.313,14.804,17.241,15.138,12.578,17.477,12.255,13.622,15.114,13.899,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.283,19.767,19.455,13.759,70.232,5404.364,5478.167,4926.461,3388.438,18657.008,67.5,82.5,4889.613,12.538,4.137,13.492,1.702,148,26493,2284.351,2844.639,116.287,12.112,-27.971,0.308,-0.226,0.372,0.021,-0.75,0.516,-999,0.813,-0.271,-999,-0.319,1.261,4.015,-0.104,9.832,8.503,9,22,0
195304,0.875,0,0,0,0.875,0,0,0,0,0,0.875,10.017,0,0,0,10.017,0,0,0,0,0,10.017,19.995,14.043,14.618,14.864,15.78,17.422,16.268,13.569,14.841,15.126,19.995,21.813,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.813,157.793,15.342,19.931,17.766,12.662,64.134,2532.26,3752.317,2136.789,2046.531,10204.042,70,85,5153.5,6.941,4.761,5.598,4.093,162,26586.9,2328.561,2953.44,113.076,-18.838,-44.703,-0.539,0.313,0.044,-0.412,0.233,-0.503,-999,-0.201,-0.255,-999,1.908,3.232,-2.021,2.215,8.854,7.235,30,0,0
195305,4.612,1.771,2.443,0,0.658,1.364,0,0.524,0,0.821,2.169,52.461,20.677,28.049,0,7.229,15.542,0,5.678,0,9.125,24.412,18.539,17.325,16.447,17.798,17.5,22.771,20.289,15,13.779,15.05,21.285,19.975,19.095,18.074,-999,17.807,24.704,-999,15.958,-999,16.341,22.403,158.195,16.785,20.259,18.325,14.118,67.501,2152.07,3009.298,2683.922,1745.432,9374.973,177.5,55,5291.871,8.781,1.891,8.778,2.55,162,27092.711,2427.122,3198.23,101.661,-9.066,-27.31,-0.413,0.506,-0.596,0.01,-0.09,-0.303,-999,-0.418,-0.067,-999,2.769,4.143,-2.325,1.484,7.65,7.522,25,6,0
195306,37.42,9.713,25.722,0,7.099,4.975,8.385,6.69,0,16.377,12.289,749.243,249.38,555.616,0,151.116,63.288,179.152,110.764,0,314.477,217.001,24.672,21.311,25.478,27.91,23.231,24.108,29.568,28.437,20.374,28.522,23.288,28.79,26.253,29.92,-999,27.438,26.85,33.749,32.429,-999,32.733,27.012,126.18,17.314,19.184,16.485,12.762,63.819,1708.578,2042.373,2944.433,986.371,7460.104,265,77.5,5329.567,4.672,2.903,6.578,2.063,159,27785.934,2476.578,3331.301,51.896,3.931,-14.034,0.307,-0.218,-0.404,0.089,0.412,0.003,-999,-0.457,0.452,-999,2.886,3.767,-1.567,2.687,10.06,12.265,28,2,0
195307,49.665,12.009,36.368,0,2.146,11.314,13.85,9.072,0,25.049,13.794,1532.071,416.78,1245.496,0,39.338,265.897,469.491,312.474,0,852.011,313.51,29.794,28.477,29.464,31.917,27.002,29.811,29.963,30.986,28.206,30.107,30.24,37.176,34.792,37.922,-999,-999,35.586,39.944,41.131,-999,40.326,35.585,164.556,15.061,16.48,15.318,14.632,59.969,1107.993,1688.569,2323.698,2031.18,6971.721,222.5,85,5378,7.364,2.449,5.486,2.003,130.5,28536.451,2531.501,3444.258,63.261,3.872,-36.617,0.098,0.003,0.096,-0.045,0.025,-0.056,-999,-0.134,-0.331,-999,2.741,3.18,-0.283,1.07,9.967,12.388,31,0,0
195308,43.708,9.232,32.089,0,4.353,7.527,12.987,8.507,0,23.53,12.086,1192.819,285.675,1004.636,0,78.091,126.169,372.929,299.058,0,741.342,206.523,28.498,28.194,29.335,30.835,28.949,24.659,28.818,31.608,35.285,29.906,27.4,34.573,35.693,37.633,-999,31.279,28.24,38.355,39.324,-999,38.829,30.758,137.863,16.148,15.72,15.623,13.194,59.179,1909.388,2347.342,2518.419,1798.001,8358.619,230,85,5347.129,8.489,3.67,7.7,2.918,152.5,28466.16,2543.257,3474.757,38.498,2.208,-12.011,-0.213,-0.207,-0.216,0.332,0.233,-0.089,-999,-0.404,0.183,0.137,3.898,4.371,-2.981,1.371,10.665,13.167,31,0,0
195309,18.589,5.231,13.774,0,3.94,1.183,4.559,3.578,0,8.616,5.123,332.658,86.503,246.803,0,72.91,18.908,80.524,71.21,0,161.055,91.818,28.164,24.018,27.701,24.067,27.796,25.905,30.308,31.152,24.954,30.28,28.626,32.018,28.116,31.589,-999,31.666,29.842,33.939,34.983,-999,33.926,32.533,137.429,16.508,16.886,16.888,15.7,64.219,3147.24,3125.469,3568.258,2812.847,12329.775,55,87.5,5225.967,12.767,2.407,12.918,2.019,128,28049.633,2526.128,3389.546,71.477,5.587,-15.024,0.023,-0.219,0.01,-0.137,0.128,0.32,-999,0.423,0.012,-0.084,3.956,5.023,-3.379,1.859,10.389,10.905,29,1,0
195310,4.156,0,0,0,2.54,1.266,0,0,0,0,4.156,72.488,0,0,0,44.019,21.617,0,0,0,0,72.488,25.437,19.438,20.393,19.699,21.312,25.808,19.508,24.134,21.062,21.129,25.437,28.77,-999,-999,-999,-999,28.419,-999,-999,-999,-999,28.77,158.834,20.04,19.465,16.416,14.069,68.013,4839.751,5431.933,4738.328,2720.215,17239.068,285,75,5124.742,12.779,4.36,14.832,2.863,148,27301,2422.597,3116.078,121.932,-5.392,-31.802,0.575,0.388,-0.117,0.185,-0.071,0.119,-999,-0.081,0.345,-999,3.233,4.666,0.682,0.104,10.129,10.377,28,3,0
195311,6.605,0.366,0.366,0.219,4.455,1.061,0,0,0,0,5.873,105.166,4.246,4.246,2.411,75.028,15.706,0,0,0,0,96.741,22.284,19.918,19.918,19.645,21.639,24.909,18.005,14.852,18.55,16.607,22.663,24.794,21.306,21.306,20.525,23.715,27.236,-999,-999,-999,-999,25.589,125.532,20.259,20.043,17.62,15.375,71.323,5159.235,6436.524,4685.438,3079.486,18815.703,290,75,5027.367,10.953,3.124,9.831,2.932,144.5,26189.766,2300.29,2911.152,113.193,-4.579,-21.703,0.323,0.387,0.049,0.004,-0.485,-0.07,-999,-0.241,0.2,-999,0.265,2.984,8.201,-1.071,12.198,12.458,24,6,0
195312,0.437,0,0,0,0.437,0,0,0,0,0,0.437,5.005,0,0,0,5.005,0,0,0,0,0,5.005,20,12.64,14.716,14.572,18.239,17.75,18.378,13.668,13.544,16.474,20,21.006,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.006,158.254,19.445,19.293,19.231,13.874,69.869,5726.827,6534.876,6774.696,2520.697,20998.119,290,70,4890.936,11.186,4.473,12.981,4.796,138.5,26118.742,2235.025,2801.309,94.882,5.433,-33.415,0.382,0.052,-0.201,0.369,-999,0.463,0.337,0.534,0.232,-999,-1.015,2.387,15.788,-0.755,11.384,10.664,14,17,0
195401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.526,13.487,14.604,13.195,16.222,12.864,18.268,11.535,14.412,15.537,14.733,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,20.259,20.205,19.022,17.42,74.928,5841.037,4742.191,5969.098,3369.705,19376.24,280,67.5,4941.419,8.972,3.274,10.936,3.048,141.5,25673.967,1998.852,2436.362,62.063,6.033,-20.541,0.007,-0.631,-0.484,-0.189,-0.08,0.241,-0.089,0.137,0.178,-999,-3.275,0.796,12.857,2.615,12.443,13.029,18,13,0
195402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46,12.986,12.609,13.088,13.988,14.334,12.569,10.405,13.261,12.077,14.548,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,20.259,19.56,18.646,19.351,75.84,6015.732,6631.803,6245.86,3754.372,22057.475,240,77.5,4895.286,9.825,4.194,12.653,3.64,160.5,26204.713,2164.709,2665.923,92.799,-1.976,-16.999,0.234,-0.396,-0.433,-0.186,-0.636,-0.119,-0.098,0.391,0.46,-999,-3.081,0.797,10.895,3.299,10.788,11.939,19,9,0
195403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.131,12.349,14.012,12.83,15.752,12.85,16.763,11.966,14.539,15.996,14.538,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,18.912,18.805,20.095,18.741,74.474,5684.87,4585.755,5423.169,3342.481,18517.191,107.5,80,4931.613,12.588,2.85,13.933,3.705,140.5,26197.871,2236.394,2804.144,91.417,10.009,-37.394,-0.097,-0.452,0.184,-0.012,0.14,0.204,-999,0.638,0.133,-999,-4.091,0.556,6.496,1.9,10.49,10.024,24,7,0
195404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,15.106,14.791,16.121,17.217,14.05,16.629,11.599,14.587,14.42,15.641,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,17.091,17.568,17.727,14.248,64.957,3083.909,2554.17,4110.358,1988.082,11437.63,62.5,85,5148.833,9.603,2.997,10.431,2.93,138.5,27029.398,2332.351,3006.701,99.93,8.423,-29.164,0.354,-0.73,-0.563,-0.29,0.247,-0.034,-999,-0.068,-0.186,-999,-2.769,1.392,4.309,2.171,11.384,13.059,27,3,0
195405,0.14,0,0,0,0.14,0,0,0,0,0,0.14,1.499,0,0,0,1.499,0,0,0,0,0,1.499,-999,18.275,16.931,21.388,21.969,16.988,15.676,15.65,19.894,15.72,-999,25.258,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.258,0,18.843,19.617,18.395,13.591,68.717,3071.658,3301.124,1992.746,951.741,9079.406,172.5,55,5310.936,6.509,2.642,8.527,2.698,153,27101.549,2395,3117.054,72.793,-12.479,-8.096,-0.268,0.537,-0.612,0.579,0.216,-0.804,-999,-0.854,0.291,-999,-1.833,2.06,-0.136,3.488,10.899,12.971,29,2,0
195406,13.27,4.001,6.743,0,2.038,4.856,1.721,0.802,0,2.96,7.1,235.498,71.403,109.71,0,27.734,106.215,23.997,10.665,0,42.18,137.272,25.24,22.514,23.056,-999,21.802,28.403,26.786,19.275,18.215,23.407,27.051,28.813,27.1,27.085,-999,-999,32.557,31.184,21.99,-999,26.847,30.406,150.615,18.183,20.259,15.718,13.967,66.248,1567.722,2914.923,2367.469,2030.597,8664.859,277.5,72.5,5325.967,7.734,2.06,6.164,1.911,162,27768.967,2430.099,3255.609,38.982,-4.324,-18.892,-0.25,0.429,-0.497,-0.088,-0.49,0.774,-999,-0.612,0.098,-999,-1.535,1.164,0.433,3.213,10.59,13.639,30,0,0
195407,29.227,7.207,25.048,0,0.323,4.101,10.159,6.558,0,18.498,4.553,764.34,202.611,687.852,0,3.608,79.235,315.621,141.526,0,500.605,84.556,33.009,28.506,32.715,-999,23.685,33.172,32.978,37.393,22.538,34.493,33.252,38.358,35.33,38.825,-999,-999,36.955,39.305,42.362,-999,40.53,36.552,174.934,13.12,16.993,15.491,14.163,58.501,1328.148,1996.738,1924.305,1915.995,7004.717,155,87.5,5386.516,5.33,5.086,4.386,4.542,157,28488.611,2455.446,3321.693,28.035,3.881,-21.251,-0.113,-0.591,-0.581,0.533,-0.571,-0.047,-999,-0.571,0.266,-999,-1.442,0.188,3.9,3.296,12.656,13.914,31,0,0
195408,28.809,5.523,23.479,0,1.582,4.082,11.091,5.98,0,18.362,5.664,749.452,153.367,670.241,0,23.353,69.976,331.364,161.845,0,527.546,93.329,30.136,29.271,30.748,-999,32.217,27.099,31.346,31.571,30.079,31.301,28.844,35.15,34.54,36.789,-999,-999,30.557,37.869,37.705,-999,37.675,31.898,153.493,15.412,15.359,17.364,16.277,62.698,1721.867,1991.454,2281.163,2233.517,8014.22,345,85,5435.032,8.934,3.316,8.92,3.986,164,28437.031,2471.885,3359.456,26.063,-0.898,-52.497,-0.693,0.327,-0.543,0.738,0.754,0.41,-999,-0.357,0.249,0.011,-0.067,0.621,0.256,5.424,13.525,13,31,0,0
195409,11.948,2.557,9.18,0,2.83,0,4.359,2.133,0,6.695,2.83,206.623,42.626,141.544,0,66.009,0,69.329,27.994,0,99.698,66.009,31.273,26.783,31.049,-999,31.007,22.306,30.834,34.238,26.868,31.954,32.212,34.487,31.223,34.114,-999,34.63,-999,34.234,36.2,-999,34.658,35.857,141.961,18.113,17.08,17.154,15.451,66.035,3004.317,2880.644,3345.338,3283.19,12195.376,347.5,82.5,5278.367,12.963,2.235,11.312,1.409,123.5,28071.432,2496.892,3344.181,19.477,6.052,-6.347,0.229,0.004,-0.274,-0.102,0.415,0.175,-999,0.013,0.074,-0.53,1.436,1.719,0.101,4.793,13.224,12.143,30,0,0
195410,1.254,0,0,0,0.488,0.556,0,0,0,0,1.254,17.688,0,0,0,6.959,7.579,0,0,0,0,17.688,26.75,20.015,21.517,19.166,22.441,26.683,24.574,20.127,19.879,22.914,26.75,28.716,-999,-999,-999,-999,28.378,-999,-999,-999,-999,28.716,173.943,19.074,19.667,18.634,16.268,71.723,3948.571,4969.333,5028.954,3813.137,17327.299,275,77.5,5110.323,13.515,1.819,11.589,2.278,127.5,27456.227,2362.353,3057.803,72.652,-2.649,-11.113,0.469,0.019,-0.413,-0.399,-0.007,0.366,-999,-0.135,-0.095,-999,0.81,1.452,-1.687,3.827,11.542,10.787,29,2,0
195411,1.372,0,0,0,0.866,0.361,0,0,0,0,1.372,19.353,0,0,0,12.268,4.774,0,0,0,0,19.353,21.408,14.548,15.311,15.876,19.591,20.811,16.55,-999,17.318,16.55,21.408,23.462,-999,-999,-999,-999,22.298,-999,-999,-999,-999,23.462,165.747,19.363,19.572,17.864,14.724,69.802,5170.328,5905.245,5204.47,2788.363,18600.498,287.5,72.5,5040.1,12.682,3.966,13.305,4.357,155,26498.467,2220.29,2796.349,74.683,-11.39,7.802,0.145,0.372,-0.314,-0.057,-0.105,-0.298,-999,0.291,0.5,-999,-2.109,-0.251,14.49,0.744,11.569,11.483,28,2,0
195412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.807,-999,17.434,-999,17.709,19.648,17.434,-999,16.164,17.434,18.139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,18.924,19.881,18.337,15.026,70.534,4219.911,6043.134,5697.469,3136.109,18630.268,237.5,80,4918.548,7.939,5.368,4.797,4.789,137.5,26213.838,2012.411,2448.782,49.763,13.31,-27.197,0.376,-0.479,-0.866,-0.451,-999,-0.074,-0.414,0.94,0.991,-999,-4.362,-1.959,17.403,0.665,13.23,13.627,31,0,0
195501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.523,10.071,14.953,11.746,16.062,20.259,17.174,10.661,14.018,15.134,17.744,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,18.143,18.78,19.779,16.629,71.456,4837.291,5796.057,4870.369,3774.547,18770.287,52.5,80,4951.032,12.547,4.215,10.222,4.795,144,25640.16,2038.419,2490.022,66.2,-13.647,-20.862,-0.563,0.064,-0.153,-0.005,-0.074,-0.068,-0.181,0.419,-0.34,-999,-3.502,-1.26,16.837,0.848,11.729,12.321,28,3,0
195502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.123,13.794,14.436,-999,15.71,-999,17.739,12.164,14.753,14.849,16.249,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,20.259,18.29,20.205,20.095,76.714,5984.382,4953.903,5537.986,4623.558,20569.602,265,72.5,4933.5,9.718,2.685,9.016,2.796,137,25828.57,2022.937,2457.321,55.262,5.259,-13.75,-0.396,-0.5,-0.12,-0.198,-0.568,-0.453,-0.13,-0.296,0.15,-999,-1.969,-0.353,16.375,5.848,13.009,12.358,28,0,0
195503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.608,12.489,14.414,12.727,16.061,14.318,19.904,10.82,14.474,16.584,15.515,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.712,19.022,20.259,19.819,76.623,4989.73,4267.857,5591.867,3321.53,17695.021,277.5,75,5097.355,12.232,2.931,12.296,2.322,136,26243.645,2208.848,2776.69,67.716,-2.642,-5.894,-0.542,-0.531,-0.575,0.294,0.165,0.16,-999,-0.619,0.089,-999,0.787,1.112,14.901,2.86,11.57,9.174,21,10,0
195504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.587,14.253,14.954,15.313,18.292,14.08,17.073,14.316,15.523,15.606,16.463,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,17.981,19.067,17.877,14.396,67.442,3594.067,4245.742,3131.022,2021.411,12651.718,152.5,80,5106.5,10.393,4.537,10.491,3.999,137.5,26725.434,2215.609,2829.129,73.583,4.575,-5.409,-0.08,-0.299,-0.493,0.364,-0.39,-0.141,-999,0.345,-0.041,-999,2.59,2.788,5.187,1.896,9.461,9.481,24,6,0
195505,2.48,0.516,2.056,0,0.424,0,0,1.393,0,1.762,0.424,28.594,5.669,24.008,0,4.585,0,0,16.659,0,20.762,4.585,19.518,17.431,18.096,18.494,19.963,23.405,16.573,18.279,18.176,18.145,24.14,21.32,19.527,20.098,-999,-999,-999,-999,20.312,-999,20.295,24.985,156.7,16.563,19.336,17.555,15.593,67.215,2432.365,3654.986,2825.577,2713.392,11358.526,287.5,80,5236.742,11.698,2.411,10.18,2.104,162,27359.938,2345.116,3061.514,58.673,3.21,-21.809,0.107,-0.063,0.055,0.064,-0.3,0.329,-999,0.268,-0.323,-999,4.155,3.896,6.861,3.079,11.301,12.732,31,0,0
195506,7.443,4.913,6.262,0,1.895,0,1.129,0.073,0,1.567,1.895,119.105,92.97,108.595,0,26.196,0,13.102,0.764,0,18.374,26.196,23.693,22.993,23.119,-999,25.16,24.656,23.922,-999,20.485,22.981,24.92,26.752,27.769,26.777,-999,27.571,-999,26.271,20.286,-999,24.954,27.167,136.775,16.428,18.962,15.126,15.933,64.72,1855.45,2804.412,2034.169,2202.256,8674.741,245,80,5395.967,8.785,1.593,7.361,0.99,166.5,27877.465,2407.902,3245.176,13.773,-0.679,-23.377,-0.123,0.272,-0.596,0.142,-0.701,0.736,-999,-0.535,0.194,-999,3.131,2.569,-1.92,3.127,11.311,13.223,30,0,0
195507,26.079,7.203,23.886,0,0.865,1.952,9.63,6.428,0,16.967,2.817,543.957,228.345,540.274,0,10.721,27.929,196.548,103.757,0,318.536,38.65,30.872,28.506,30.917,30.307,31.288,30.24,33.019,32.46,18.939,32.168,30.567,35.763,33.238,36.534,-999,34.014,32.936,40.051,37.298,-999,38.288,33.223,142.381,16.978,16.696,14.077,13.691,59.724,1815.62,1911.806,2745.026,1610.828,7863.127,320,85,5379.355,6.217,2.047,7.283,2.018,168,28332.193,2448.331,3321.793,31.957,-0.441,-2.544,0.703,-0.954,-0.981,0.972,-0.327,0.465,-999,-0.039,0.435,-999,3.978,3.006,-0.324,3.113,11.628,13.241,27,4,0
195508,23.638,7.557,20.011,0,0,4.001,7.305,4.611,0,12.664,4.001,542.22,204.292,485.578,0,0,74.887,163.279,106.245,0,284.936,74.887,31.852,28.202,31.899,35.312,30.653,30.981,36.29,32.877,38.792,34.37,30.981,35.972,32.747,36.147,-999,-999,34.773,41.022,36.017,-999,38.354,34.773,0,14.738,14.904,14.684,12.336,55.049,2061.103,2465.518,2964.321,1716.244,8942.19,242.5,77.5,5375.742,8.41,3.245,10.703,2.154,150,28661,2504.057,3443.791,27.04,3.092,-33.411,0.358,-0.314,-0.771,-0.073,0.65,0.612,-999,-0.117,0.868,0.429,3.759,2.967,1.08,4.73,13.342,12.689,29,2,0
195509,13.963,3.979,10.78,0,3.472,0,3.311,3.358,0.137,6.94,3.604,227.504,60.171,163.638,0,69.619,0,41.013,60.966,1.454,104.968,71.335,29.858,25.567,29.27,27.425,28.326,28.932,29.416,34.819,27.5,31.397,31.415,32.589,28.725,32.073,-999,28.89,-999,31.838,38.028,27.885,33.994,34.008,148.265,18.579,17.053,16.577,13.937,64.481,3111.568,3250.945,3693.399,1993.373,11755.888,157.5,80,5283.9,10.784,3.017,11.508,1.903,122,27996.066,2529.396,3372.081,64.71,8.286,-15.94,0.248,0.245,-0.323,0.051,0.174,-0.231,-999,-0.668,0.483,-0.237,6.221,5.497,-0.669,5.199,14.866,11.452,30,0,0
195510,1,0,0,0,1,0,0,0,0,0,1,13.703,0,0,0,13.703,0,0,0,0,0,13.703,30.683,20.091,20.851,21.569,23.247,20.232,22.429,20.312,21.351,21.353,30.683,32.753,-999,-999,-999,-999,-999,-999,-999,-999,-999,32.753,153.81,18.721,19.331,18.601,15.235,70.167,4843.877,5785.342,3651.327,3376.618,17220.762,112.5,80,5094.516,16.126,1.842,16.205,2.437,132.5,27400.322,2416.125,3137.641,69.344,-3.923,-33.471,-0.123,-0.148,-0.89,0.526,-0.342,0.235,-999,0.392,0.062,-999,5.611,5.558,7.496,5.272,14.569,10.026,31,0,0
195511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.42,14.516,16.825,-999,19.692,16.591,19.668,15.259,16.939,17.812,20.683,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,18.907,19.712,19.986,15.581,72.106,5570.065,4778.348,4698.732,3188.593,17714.121,67.5,77.5,5049.2,15.544,3.919,16.862,1.357,135,26557.102,2260.376,2886.375,61.519,-11.839,-33.64,-0.373,-0.337,-0.569,-0.273,-0.181,0.152,-999,0.311,-0.167,-999,1.654,3.375,17.91,1.901,15.085,11.177,17,13,0
195512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.089,-999,18.056,-999,15.483,-999,18.193,17.476,15.218,18.056,15.543,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.931,19.986,20.205,18.484,76.47,6312.098,4426.284,5788.528,4767.686,20699.322,95,72.5,5019.291,16.367,2.611,15.623,3.405,141,26155.969,2079.528,2643.214,34.801,3.941,-24.658,-0.37,-0.758,-0.194,-0.484,-999,0.024,-0.372,0.112,-0.037,-999,0.415,2.117,21.519,0.847,13.781,11.992,28,3,0
195601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.215,-999,-999,-999,15.215,-999,-999,-999,-999,-999,15.215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.61,19.931,18.405,16.794,72.862,5109.056,4043.833,3898.238,3389.392,15994.422,275,80,4998.613,9.722,2.834,7.639,3.86,137.5,25565.518,1956.573,2371.594,27.118,-6.341,-23.65,-0.461,-0.446,-1.02,-0.868,0.188,-0.308,-0.742,-0.17,0.142,-999,-1.991,0.817,20.435,1.904,12.47,12.167,23,8,0
195602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.282,14.487,14.487,-999,13.955,-999,-999,-999,13.733,-999,14.243,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,20.259,19.124,20.048,17.702,75.101,4553.798,5223.414,6445.415,2913.411,18653.91,260,75,4977.724,1.381,3.872,2.061,3.615,138.5,25846.551,2058.37,2546.961,28.702,-6.302,-24.252,-0.409,-0.513,-0.89,-0.558,-0.885,-0.487,0.104,-0.137,0.568,-999,-2.204,0.807,17.901,3.704,11.125,11.44,9,20,0
195603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.361,13.4,14.38,13.468,15.132,12.411,16.268,11.873,14.316,15.633,14.542,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.767,20.04,20.15,19.393,77.215,5139.544,5407.003,6191.312,2900.331,19125.131,272.5,80,4929.807,8.903,3.391,11.717,3.772,141.5,26374.193,2195.846,2760.854,78.597,5.855,-11.958,0.26,-0.458,0.157,-0.147,-0.334,0.147,-999,0.633,0.407,-999,-0.997,1.894,10.637,3.525,11.965,8.865,19,12,0
195604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.938,15.204,15.161,18.366,18.155,12.641,16.948,12.455,16.161,15.035,16.415,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,17.31,18.338,17.337,15.553,67.047,3895.065,3699.326,3093.217,2367.922,12746.8,257.5,72.5,5177,12.073,1.107,12.722,1.006,136,26491.469,2344.639,3016.705,83.37,-7.063,-10.535,-0.303,0.046,-0.259,0.108,0.072,-0.029,-999,-0.329,0.102,-999,-0.41,2.622,5.441,3.769,9.634,9.125,29,1,0
195605,0.795,0.939,0.939,0,0,0,0,0,0,0,0,11.262,13.091,13.091,0,0,0,0,0,0,0,0,21.511,21.412,21.412,26.97,22.071,19.647,23.191,17.1,19.625,20.373,22.381,24.5,24.164,24.164,-999,-999,-999,-999,-999,-999,-999,-999,0,18.594,18.398,16.907,14.675,66.852,3355.327,3468.348,3907.186,2346.15,12788.506,275,75,5193.484,11.114,2.911,11.478,3.92,125.5,27367.709,2413.888,3161.075,38.938,10.65,-6.638,0.837,-0.336,-0.013,0.655,-0.003,0.395,-999,0.471,-0.086,-999,-0.431,2.619,6.622,4.243,10.991,10.635,29,2,0
