Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89
196504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.268,13.023,14.279,15.622,16.038,12.473,16.982,10.275,13.462,15.808,13.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,18.118,18.016,17.317,17.786,69.463,3797.325,3341.403,3756.732,2405.722,12947.667,280,80,5112.6,9.868,2.844,12.275,2.804,144.5,26687.533,2294.936,2964.667,88.072,4.923,-22.891,0.334,-0.678,-0.734,0.079,0.054,0.035,-999,0.38,-0.023,-999,-1.423,3.424,3.502,2.549,6.453,5.805,27,3,0
196505,1.263,0,0,0,1.263,0,0,0,0,0,1.263,16.19,0,0,0,16.19,0,0,0,0,0,16.19,25.538,17.611,16.778,17.033,-999,14.589,16.523,15.432,13.644,15.986,25.538,27.568,-999,-999,-999,25.205,-999,-999,-999,-999,-999,27.568,150.344,16.405,18.858,18.106,16.537,68.03,3439.209,3475.764,2805.718,2427.817,11848.797,65,77.5,5203.742,12.496,2.628,13.454,2.095,135,27287.904,2394.523,3158.935,72.993,2.084,-39.85,0.111,-0.235,-0.148,0.461,0.119,0.717,-999,0.444,-0.11,-999,-0.981,3.79,-0.436,2.172,7.267,7.874,31,0,0
196506,15.091,4.604,9.942,0,4.676,0.767,2.265,2.29,0,5.626,5.726,260.229,79.602,160.873,0,92.869,12.192,36.029,32.239,0,85.686,110.441,24.41,22.266,23.984,25.193,23.909,26.528,25.231,27.01,19.457,25.763,24.786,27.976,26.151,27.607,-999,26.952,29.168,28.861,29.421,-999,28.945,28.375,136.563,17.812,19.236,17.58,16.315,69.073,2649.972,3218.679,2794.235,2392.722,10774.709,295,72.5,5371.333,9.835,3.155,10.16,4.023,166,27765.934,2424.682,3244.384,48.662,0.546,-8.784,0.158,0.715,-0.286,0.296,-0.491,0.852,-999,-0.035,0.411,-999,-2.435,2.104,-3.724,1.241,5.752,8.41,30,0,0
196507,27.122,7.372,25.433,0,1.858,0.527,9.711,7.378,0,18.485,2.385,679.375,229.792,670.404,0,32.971,7.854,247.298,168.614,0,448.278,40.825,30.258,29.74,30.74,28.97,27.357,31.902,31.544,31.274,26.176,31.005,28.039,35.542,35.265,36.532,-999,30.519,35.521,37.479,37.052,-999,36.941,31.143,127.783,18.457,16.983,15.791,17.297,66.9,1531.426,1925.757,2429.183,2417.519,8129.777,272.5,82.5,5407.774,7.303,2.154,5.388,2.496,157.5,28260.547,2489.432,3357.938,37.146,-1.474,-26.483,0.005,-0.937,-1.029,1.115,0.35,0.754,-999,-0.616,-0.032,-999,-3.412,0.906,-3.378,1.393,7.254,11.341,31,0,0
196508,19.13,4.976,18.743,0,0.335,0.6,7.467,5.482,0,14.109,0.935,371.252,104.561,371.367,0,3.985,8.569,148.128,101.21,0,272.991,12.554,29.946,28.913,29.866,-999,-999,31.014,29.833,31.253,23.206,30.182,31.014,34.475,33.569,34.929,-999,30.891,32.643,35.092,36.306,-999,35.456,31.825,147.799,18.131,17.222,16.061,17.102,66.844,2400.556,2522.924,3104.413,2402.544,10181.764,282.5,65,5360.387,9.913,2.308,10.055,2.575,170,28237.355,2499.427,3361.76,63.573,-3.38,-10.131,-0.088,0.347,-1.095,0.828,1.33,0.797,-999,-0.806,0.686,0.565,-2.535,1.55,-2.039,1.154,7.217,10.631,31,0,0
196509,7.12,0.563,4.102,0,3.018,0,2.869,0.67,0,3.539,3.018,124.08,6.656,62.031,0,62.049,0,47.111,8.264,0,55.375,62.049,29.145,24.496,29.393,23.848,28.23,26.745,30.606,30.258,23.12,30.545,28.711,32.35,26.866,32.444,-999,30.186,-999,33.896,32.939,-999,33.683,32.178,144.721,19.06,16.402,17.466,16.588,67.594,3073.455,2774.189,4047.824,2495.38,12088.303,270,72.5,5293.9,10.085,4.429,10.814,4.395,127,27872.232,2489.954,3307.295,69.088,-1.851,-17.157,0.416,0.455,-0.954,-0.72,1.087,0.331,-999,-0.629,0.732,-1.042,-2.825,1.74,-2.877,0.063,6.329,11.306,30,0,0
196510,1.564,0.289,0.289,0,1.208,0,0,0,0,0,1.275,21.827,3.119,3.119,0,18.009,0,0,0,0,0,18.708,27.483,21.324,21.324,18.574,19.18,23.275,20.483,25.63,18.423,22.071,30.123,29.83,22.293,22.293,-999,-999,-999,-999,-999,-999,-999,32.657,164.074,19.328,19.184,18.4,15.819,70.753,5196.802,5992.579,5148.993,3362.286,19178.463,170,77.5,5086.323,15.18,4.241,17.422,2.162,138,27385.645,2417.751,3190.509,101.115,-3.862,-27.758,0.568,0.154,-0.752,0.702,0.042,1.027,-999,0.713,0.56,-999,-3.877,1.545,2.228,0.63,6.062,10.39,16,15,0
196511,3.319,0,0,0,3.319,0,0,0,0,0,3.319,63.16,0,0,0,63.16,0,0,0,0,0,63.16,21.499,14.396,15.459,16.101,21.346,13.931,18.15,14.122,17.234,16.35,21.499,24.769,-999,-999,-999,24.654,-999,-999,-999,-999,-999,24.769,121.719,19.122,19.445,19.274,19.876,75.692,6030.016,4936.481,4212.744,3753.895,18442.715,142.5,60,5042.367,15.024,3.056,16.64,3.327,135.5,26129.867,2289.062,2938.437,105.128,-3.843,-9.165,-0.891,-0.162,0.082,0.116,0.092,-0.246,-999,-0.806,0.253,-999,-6.132,-0.126,1.533,-1.669,5.763,10.307,23,7,0
196512,0.733,0,0,0,0.733,0,0,0,0,0,0.733,7.891,0,0,0,7.891,0,0,0,0,0,7.891,18.54,12.708,14.54,15.037,18.54,13.914,16.782,15.742,17.036,16.268,18.54,19.811,-999,-999,-999,19.762,-999,-999,-999,-999,-999,19.811,139.924,18.241,19.767,19.602,17.718,73.397,5850.824,5692.016,5649.126,4341.742,20991.711,247.5,82.5,4976.903,13.696,5.29,12.235,5.44,134,25782.482,2161.792,2664.379,90.279,13.768,-35.989,0.24,-0.439,-0.342,0.107,-999,-0.063,-0.395,0.556,0.379,-999,-7.178,-0.746,5.073,-1.16,6.982,11.245,31,0,0
196601,1.853,0,0,0,1.853,0,0,0,0,0,1.853,25.183,0,0,0,25.183,0,0,0,0,0,25.183,16.774,11.686,13.178,12.081,16.376,14.742,13.473,15.79,14.809,14.303,16.774,19.112,-999,-999,-999,18.25,-999,-999,-999,-999,-999,19.112,140.613,18.823,19.876,19.986,17.981,74.688,5799.804,5256.929,5006.446,3066.217,18601.439,62.5,82.5,5002.387,11.192,3.368,12.663,3.632,153,25662.484,2114.938,2648.366,76.879,-29.787,-9.41,-0.676,0.029,-0.134,-0.017,0.203,-0.168,-0.259,0.209,0.142,-999,-7.51,-1.821,9.804,-0.515,6.458,9.003,22,9,0
196602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.947,13.316,14.941,12.197,15.155,11.595,14.757,17.894,13.336,16.053,13.464,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.602,20.259,20.259,19.657,77.588,6820.318,5774.253,5855.662,4593.041,22399,137.5,60,5013.857,16.681,2.625,16.754,2.014,140.5,25713.75,2153.606,2697.117,76.537,3.675,-18.976,-0.72,-0.332,0.537,0.188,-0.19,-0.267,-0.273,-0.751,0.023,-999,-8.302,-2.801,1.705,1.133,7.112,8.43,28,0,0
196603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.021,12.249,12.238,11.559,15.218,13.904,12.849,11.226,13.009,12.222,14.409,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.821,20.15,19.035,17.213,74.289,5234.637,4852.338,4375.864,3647.047,17663.254,315,82.5,5021.903,12.078,1.936,11.056,2.531,137.5,26184.904,2197.777,2756.029,68.851,-4.312,-37.637,-0.031,0.091,-0.489,-0.152,-0.037,0.107,-999,-0.189,-0.097,-999,-4.581,-1.389,5.19,0.617,5.985,7.652,27,4,0
196604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.147,12.591,14.207,13.96,16.585,11.524,15.035,16.453,13.867,15.537,14.299,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,17.126,17.313,19.405,14.4,66.502,3397.629,2980.933,3500.354,1975.331,11531.936,280,80,5128.2,10.426,4.465,10.801,5.581,164.5,26744.668,2312.785,2958.137,107.634,-10.283,-26.366,-0.119,-0.156,0.006,-0.097,0.438,-0.02,-999,-0.368,0.43,-999,-1.069,0.399,5.183,0.862,7.012,8.87,30,0,0
196605,2.059,2.059,2.059,0,0,0,0,0,0,0,0,26.242,26.242,26.242,0,0,0,0,0,0,0,0,18.623,18.623,18.623,18.789,17.764,14.1,15.087,19.597,17.957,17.33,15.628,21.206,21.206,21.206,-999,-999,-999,-999,-999,-999,-999,-999,0,17.906,17.991,17.603,12.721,64.453,3509.784,3412.914,2954.694,2371.473,11940.014,97.5,82.5,5052.291,10.933,2.771,11.632,2.79,149.5,27497.453,2434.455,3171.69,108.597,9.868,-27.646,0.572,-0.465,0.405,0.139,-0.215,0.566,-999,1.139,0.113,-999,1.979,1.806,1.262,2.432,7.628,9.858,31,0,0
196606,22.982,6.044,13.826,0,4.562,4.95,3.903,3.513,0,8.07,9.862,386.703,130.445,241.435,0,74.91,84.586,59.481,46.129,0,116.104,166.51,23.562,23.414,22.265,24.672,22.117,27.639,22.837,20.355,14.504,21.426,25.448,27.847,28.017,27.164,-999,25.381,30.782,28.462,25.351,-999,26.502,29.065,138.131,18.275,20.205,16.784,17.112,70.455,2486.514,3161.816,3031.416,1927.103,10340.63,197.5,87.5,5274.533,7.253,3.508,8.549,3.166,166,27751.268,2487.668,3333.818,82.833,-1.059,2.824,0.815,0.037,-0.243,-0.312,-0.238,0.293,-999,0.282,0.775,-999,2.44,1.341,-1.227,3.639,8.685,11.773,27,3,0
196607,30.05,6.419,24.046,0,5.49,0.945,11.284,5.367,0,18.051,6.435,719.437,189.398,616.034,0,106.144,17.052,298.313,107.034,0,435.445,123.197,28.397,27.376,27.813,25.634,28.284,29.913,30.811,23.709,26.044,27.894,29.449,34.279,33.57,34.755,-999,31.333,34.148,38.17,30.973,-999,35.164,33.155,126.757,19.348,16.578,14.948,15.143,64.34,1989.944,2025.194,2300.54,1874.279,8003.438,277.5,85,5436.742,7.567,2.386,6.966,1.662,122.5,28411.031,2497.753,3346.273,52.025,-0.268,-9.179,0.051,-0.84,-0.97,0.989,-0.056,0.313,-999,-0.399,0.262,-999,3.702,2.109,2.306,3.639,10.803,12.418,31,0,0
196608,32.49,6.057,25.045,0,2.217,5.376,10.798,7.16,0,19.403,7.79,803.619,166.525,687.633,0,33.884,92.869,278.812,208.315,0,531.958,130.131,30.58,29.638,29.481,24.264,31.925,32.269,29.265,29.811,27.122,29.303,32.395,36.209,35.266,36.308,-999,-999,36.138,36.267,37.637,-999,36.708,35.995,152.45,17.04,16.577,16.901,16.443,65.246,2142.022,2490.027,2168.336,2208.405,8778.428,247.5,75,5407.742,10.038,1.141,10.482,0.996,115,28520.387,2511.849,3395.301,65.867,-7.592,5.802,-0.695,0.627,-0.498,0.314,0.673,0.715,-999,-0.264,0.382,0.366,5.607,4.076,4.121,5.058,11.769,12.677,31,0,0
196609,10.946,0.497,6.844,0,3.967,0,3.531,2.393,0,6.347,4.102,195.49,6.144,113.955,0,79.789,0,71.7,29.24,0,107.811,81.536,26.574,24.139,24.296,23.298,30.98,22.653,24.443,23.919,21.91,24.326,30.641,30.743,25.798,28.596,-999,33,-999,29.115,28.827,-999,29.105,34.729,148.857,16.39,18.666,17.34,15.296,65.971,3275.975,3769.701,3336.417,3491.19,13524.845,37.5,80,5228.633,14.662,3.287,12.855,2.893,135,27768.768,2481.212,3305.3,76.153,-9.485,-2.809,0.177,0.295,-0.63,-0.109,0.742,0.69,-999,0.139,-0.172,-0.213,7.126,5.915,-0.382,4.526,10.565,10.282,29,1,0
196610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.271,18.625,20.492,18.497,21.049,18.711,23.019,20.852,19.947,22.118,20.448,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.274,19.343,19.01,17.073,72.728,4892.743,4991.305,4644.068,3486.183,17573.844,100,80,5116.645,15.932,3.952,17.268,3.27,131.5,27682.613,2378.737,3097.754,111.463,-7.516,3.353,0.07,-0.336,-0.695,0.105,0.101,0.508,-999,0.413,0.456,-999,6.206,6.341,9.11,1.867,10.324,10.446,30,1,0
196611,0.506,0,0,0,0.506,0,0,0,0,0,0.506,5.659,0,0,0,5.659,0,0,0,0,0,5.659,20.68,13.882,15.042,17.65,20.68,15.28,16.635,13.576,19.585,16.023,20.68,22.508,-999,-999,-999,22.508,-999,-999,-999,-999,-999,22.508,136.034,18.749,18.584,16.551,14.362,66.608,5985.931,4261.216,5066.357,2820.186,17658.307,275,72.5,5014.833,13.906,5.774,16.431,6.184,133,26248.4,2287.163,2854.73,108.505,5.757,-16.951,-0.052,-0.443,-0.279,0.126,0.184,-0.696,-999,0.225,0.365,-999,2.634,4.486,10.929,1.175,10.201,13.719,29,1,0
196612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.643,14.075,14.722,15.241,17.846,18.96,15.419,-999,17.065,15.419,18.43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.861,20.04,18.417,17.122,73.673,4322.582,5489.194,4939.425,3124.17,17445.715,267.5,82.5,4965.032,4.843,7.243,2.09,5.921,140,25867.422,2135.757,2630.469,76.783,-7.519,-12.11,0.151,-0.191,-0.806,-0.543,-999,-0.389,-0.456,0.505,1.045,-999,2.551,4.237,14.053,0.527,10.699,12.766,31,0,0
196701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.969,12.821,14.682,15.028,17.424,20.53,18.628,14.538,16.575,17.116,18.171,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.022,19.821,19.605,17.081,73.557,6358.278,5955.25,5192.245,3109.458,20066.207,100,77.5,4901.936,13.61,4.215,14.677,3.154,146,25457.938,2041.544,2502.201,70.231,-0.758,-30.661,-0.295,-0.353,-0.16,0.226,-0.097,0.223,-0.133,0.346,0.029,-999,0.489,3.167,24.278,1.166,13.476,14.361,24,7,0
196702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.614,12.459,14.6,13.898,14.525,14.991,16.591,20.847,13.082,17.098,15.02,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,20.259,19.077,19.878,18.696,75.883,6780.407,6355.963,7856.123,4100.56,24433.051,287.5,65,4882.821,10.054,2.844,10.347,2.871,147,25658.715,2052.147,2519.842,69.193,13.13,-13.996,0.532,-0.27,-0.258,-0.152,-0.045,0.348,0.462,0.973,0.242,-999,0.402,2.709,18.017,2.261,11.509,11.265,17,11,0
196703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.873,12.462,13.979,11.316,15.39,13.659,16.255,-999,13.7,16.255,14.684,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.767,18.037,19.667,17.518,72.907,5086.33,4508.516,6316.551,4193.624,19529.004,260,77.5,4974.548,12.908,3.879,10.638,3.557,146.5,25996.064,2088.864,2645.792,56.761,22.738,-1.43,0.423,-0.631,-0.315,-0.297,0.156,-0.097,-999,0.124,-0.04,-999,2.337,4.108,12.826,0.61,9.106,10.343,30,1,0
196704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.417,13.829,15.589,14.35,17.685,13.546,20.497,10.299,14.349,18.398,15.691,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,16.548,17.078,17.976,12.236,62.267,3472.822,3269.56,4106.378,2172.767,12685.711,117.5,85,5034.8,11.169,3.489,12.29,3.971,156.5,26980.967,2261.087,2903.801,92.131,16.127,-7.492,0.218,-0.885,-0.903,0.364,-0.234,-0.455,-999,0.91,-0.507,-999,3.503,5.261,9.917,-0.006,8.516,10.378,24,6,0
196705,2.116,1.533,2.553,0,0,0,1.019,0,0,1.019,0,25.623,20.657,31.97,0,0,0,11.314,0,0,11.314,0,19.344,19.033,19.356,18.266,14.783,15.174,19.771,15.044,14.849,19.771,15.619,21.603,21.573,21.754,-999,-999,-999,21.986,-999,-999,21.986,-999,0,15.402,17.787,18.277,13.896,63.781,2722.919,2234.871,2870.045,1888.616,9484.98,227.5,77.5,5237.936,11.019,4.711,12.865,5.125,136.5,27771.969,2355.237,3107.315,86.236,6.777,-13.223,-0.002,-0.156,0.208,-0.273,0.665,0.12,-999,0.296,0.493,-999,2.562,5.298,7.463,2.165,9.382,13.026,31,0,0
196706,7.074,6.071,7.437,0,0.351,0,0.487,0.587,0,1.659,0.351,124.281,121.141,138.384,0,3.916,0,5.791,7.521,0,21.757,3.916,23.11,23.496,23.039,27.516,19.203,21.376,26.284,18.581,13.93,21.831,25,26.308,27.727,26.661,-999,-999,-999,28.328,20.891,-999,24.328,25.497,170.914,17.651,17.995,15.7,14.403,64.03,2108.103,2267.086,3015.325,2126.035,9265.216,287.5,70,5343.333,7.213,1.936,6.089,2.167,141,27877.965,2446.166,3270.142,62.008,3.283,-3.695,0.573,0.244,-0.471,-0.07,-0.244,0.829,-999,-0.151,0.548,-999,2.01,4.785,6.847,3.928,9.587,12.603,28,2,0
196707,31.045,8.501,29.273,0,0,2.488,11.045,8.426,0,21.325,2.488,939.595,292.997,913.923,0,0,56.361,326.358,252.658,0,637.88,56.361,30.417,28.904,29.943,30.854,27.847,33.204,29.976,31.304,24.815,30.361,33.204,37.215,35.265,37.18,-999,-999,37.418,37.077,39.83,-999,38.06,37.418,0,17.929,14.744,15.375,14.237,60.521,1300.994,2146.513,2310.838,1896.962,7440.759,237.5,82.5,5345.968,5.851,3.287,3.374,2.635,109,28507.516,2506.568,3381.912,48.349,7.262,-2.757,0.324,-0.59,-0.325,0.473,-0.193,0.406,-999,-0.239,-0.295,-999,0.185,3.278,7.987,3.205,10.77,14.022,31,0,0
196708,30.341,6.739,26.395,0,0.785,3.73,10.441,8.051,0.261,20.072,4.515,794.069,209.062,731.418,0,10.934,71.741,252.269,232.565,3.569,535.122,82.675,31.334,30.086,30.732,29.689,32.582,32.909,31.084,31.044,32.638,30.893,32.818,37.215,35.518,37.41,-999,34.838,36.963,37.108,40.149,34.538,38.127,36.373,116,17.939,17.174,14.517,14.073,62.159,2215.374,2819.408,2865.374,1839.728,9507.421,200,82.5,5366.548,7.243,3.696,7.155,3.235,156,28307.162,2515.952,3404.065,42.666,-4.851,5.426,0.372,-0.236,-0.631,0.465,0.807,0.211,-999,-0.565,0.623,0.756,0.329,3.595,6.976,2.003,11.187,12.563,31,0,0
196709,6.68,4.299,4.512,0,1.584,1.084,0,0.072,0,0.355,2.869,107.881,74.857,77.235,0,28.166,13.052,0,0.763,0,4.287,44.618,27.612,24.42,24.236,26.299,23.751,29.291,23.271,22.5,22.123,23.035,30.706,30.712,28.966,28.401,-999,-999,31.191,-999,23.185,-999,24.737,33.078,160.033,19.219,18.721,14.446,15.867,66.484,3599.025,4119.433,3345.517,2443.293,13174.324,285,75,5202.967,10.475,2.513,12.043,1.579,127,27952.5,2504.316,3327.178,77.105,-8.213,-7.716,0.466,0.031,-0.431,-0.12,0.419,0.333,-999,-0.084,0.58,-0.023,-0.496,3.329,-0.685,3.49,10.665,11.828,30,0,0
196710,3.117,0,0,0,2.91,0.069,0,0,0,0,3.117,61.803,0,0,0,58.787,0.813,0,0,0,0,61.803,27.654,17.91,19.749,18.322,22.833,-999,19.199,25.317,20.473,21.28,27.654,30.739,-999,-999,-999,-999,28.084,-999,-999,-999,-999,30.739,150.49,19.493,19.986,18.367,15.495,71.316,4483.519,5759.399,4738.276,4272.86,18736.025,117.5,87.5,5059.387,14.887,2.915,12.037,2.605,141.5,27230.453,2366.213,3072.606,97.245,3.471,-4.725,0.567,0.117,-0.342,0.254,-0.262,0.396,-999,0.713,-0.339,-999,-2.259,2.775,8.718,0.143,9.849,9.58,31,0,0
196711,0.281,0,0,0,0.281,0,0,0,0,0,0.281,2.967,0,0,0,2.967,0,0,0,0,0,2.967,-999,14.599,16.295,14.295,-999,20.131,19.113,15.969,18.063,17.73,-999,25.109,-999,-999,-999,25.109,-999,-999,-999,-999,-999,25.109,132.645,17.624,18.541,18.216,14.57,67.401,4852.625,5575.058,5661.129,2751.129,18374.547,275,75,4976.367,10.007,5.699,9.61,6.739,153.5,26384.199,2129.73,2685.386,84.063,4.254,-17.279,0.417,-0.098,-0.419,0.087,-0.092,-0.486,-999,0.567,0.457,-999,-3.252,2.096,16.71,-0.472,10.002,11.919,24,6,0
196712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.571,13.432,14.248,12.457,15.03,13.906,18.384,11.077,12.801,14.953,16.113,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,18.833,19.074,19.099,16.744,71.809,5266.489,5055.201,4663.192,4258.009,18747.129,50,75,5052.871,12.69,6.175,10.555,6.02,131,25964.645,2119.579,2626.607,79.538,0.556,-15.601,-0.3,-0.474,-0.793,-0.401,-999,-0.198,-0.4,0.025,-0.043,-999,-5.011,1.23,16.606,-2.211,6.636,12.39,26,5,0
196801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.049,12.735,13.674,12.179,14.83,-999,16.399,-999,13.274,16.399,15.109,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,20.259,18.796,19.129,17.161,73.368,4865.967,3944.178,5204.786,4137.707,17660.084,305,80,5033.968,7.915,4.134,4.862,3.841,144,25770.742,1945.844,2389.04,37.867,5.928,-16.748,-0.217,-0.433,-0.885,-0.794,0.164,-0.046,-0.227,-0.262,-0.01,-999,-7.028,-0.576,18.983,0.803,11.916,16.866,23,8,0
196802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.305,11.336,12.276,10.133,12.103,12.817,12.583,12.666,10.375,12.694,12.704,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,20.259,19.47,19.465,20.205,77.421,5056.631,5485.594,5586.366,4155.701,19819.383,285,80,5014.552,7.795,2.772,4.82,2.394,165.5,26013,1931.327,2353.07,41.63,-36.831,-18.553,-0.354,0.263,-0.167,-0.943,-0.119,-0.27,-0.307,0.288,0.163,-999,-5.772,0.061,15.262,0.372,10.334,14.04,24,5,0
196803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.189,14.492,14.144,13.123,14.151,14.434,15.255,11.874,12.863,13.746,14.744,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,19.712,20.15,18.865,17.633,74.382,5671.768,4987.181,5071.132,4488.428,19698.125,57.5,77.5,4956.807,15.404,1.893,14.528,1.797,138,26346.422,2134.226,2698.002,69.165,9.908,-2.979,0.103,0.043,-0.109,-0.171,-0.003,0.256,-999,0.327,-0.451,-999,-4.11,1.775,13.94,3.632,12.637,14.65,21,10,0
196804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.877,13.331,14.074,15.19,13.557,11.823,17.191,11.922,12.266,14.769,13.293,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,17.929,18.424,17.919,15.096,67.445,3392.91,3831.429,3264.952,2348.083,12503.552,77.5,75,5095.433,14.217,4.094,14.867,3.329,150.5,27093.832,2319.636,3004.15,102.077,6.251,-8.298,-0.264,-0.342,-0.046,-0.081,-0.488,0.041,-999,-0.006,-0.055,-999,-3.449,2.459,11.036,0.229,7.039,10.508,30,0,0
196805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.051,16.683,16.967,16.755,14.262,15.09,18.341,15.641,13.213,17.163,15.117,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,16.603,20.205,19.55,14.076,68.696,2937.112,2554.714,2630.522,1941.24,9831.443,92.5,80,5224.839,12.387,2.812,12.798,3.626,133,27669.965,2357.088,3098.497,88.656,-3.144,-21.62,-0.172,0.05,-0.009,-0.154,0.413,0.208,-999,0.412,0.297,-999,-3.451,2.006,6.705,2.247,7.947,10.574,31,0,0
196806,18.012,6.599,11.912,0,3.511,3.02,2.453,2.076,0,5.605,6.815,295.007,132.044,210.325,0,46.3,51.382,38.757,27.876,0,83.136,101.411,24.282,22.794,23.646,27.162,23.12,27.706,25.829,23.787,15.637,24.457,24.864,27.324,27.655,27.274,-999,25.567,30.72,30.488,24.118,-999,26.777,27.45,133.051,17.523,19.931,18.26,13.98,67.72,2503.935,2820.196,2946.444,2230.923,10222.899,75,75,5314.533,9.933,4.093,10.71,4.151,169.5,28012.066,2472.202,3321.012,74.444,3.096,2.973,0.274,0.324,-0.172,-0.201,-0.301,0.59,-999,0.221,0.408,-999,-3.472,1.379,4.985,4.76,8.845,12.267,29,1,0
196807,35.336,8.727,29.767,0,3.197,2.82,12.108,7.753,0,21.529,6.342,1008.302,291.687,905.882,0,84.709,46.129,357.953,218.109,0,630.578,140.404,30.633,29.492,29.995,32.468,23.102,32.295,31.629,28.312,19.529,30.115,32.015,36.803,35.742,37.332,-999,-999,35.24,39.335,36.476,-999,38.006,35.632,156.512,15.633,18.283,15.514,15.867,63.576,1754.531,1878.189,2390.451,1784.336,7603.787,275,67.5,5404.323,7.828,3.357,7.348,4.216,147,28214.582,2513.872,3393.506,67.193,-7.781,11.951,-0.359,-0.423,-0.579,0.617,0.63,0.759,-999,-0.194,0.355,-999,-2.97,0.609,7.6,4.102,10.354,13.427,31,0,0
196808,32.722,11.211,31.952,0,1.875,0,11.694,7.929,0,21.165,1.875,908.142,320.782,924.247,0,24.189,0,345.987,223.355,0,616.168,24.189,28.654,26.973,28.287,27.284,30.398,29.057,31.65,25.724,26.649,29.14,30.202,34.598,32.54,35.222,-999,32.029,-999,38.213,36.179,-999,37.169,32.141,140.346,18.181,18.312,17.224,15.859,67.86,2145.634,2207.455,2895.755,1884.119,8913.301,40,82.5,5417.419,7.51,1.817,8.109,2.222,168.5,28274.324,2507.737,3377.695,59.071,-8.199,-7.151,-0.285,0.437,-0.76,0.461,0.678,0.298,-999,-0.059,0.477,-0.126,-2.425,0.727,2.65,2.996,9.9,12.117,29,2,0
196809,14.164,7.322,14.995,0,0,0,2.275,4.625,0,8.088,0,274.657,164.024,295.781,0,0,0,38.878,77.506,0,141.571,0,25.245,26.272,25.357,24.972,27.683,29.427,23.127,25.077,25.247,24.563,28.961,30.237,30.948,30.382,-999,-999,-999,27.787,30.912,-999,30.017,-999,0,18.915,17.727,16.114,16.684,67.623,3432.535,3441.879,2641.254,2419.329,11618.344,187.5,80,5290.5,10.501,2.695,11.589,2.633,117,27919.834,2525.89,3351.249,84.848,-2.395,-32.829,-0.336,-0.27,-0.17,-0.307,0.016,0.243,-999,-0.324,0.515,-0.225,-2.271,0.463,2.827,2.825,9.582,9.724,30,0,0
